Employee ID,Employee Name,Gender,Age,Date of Birth,Education,Department,Job Title,Employment Type,Location,Join Date,Years of Experience,Manager ID,Annual Salary INR,Bonus Percent,Bonus Amount INR,Performance Rating,Employment Status,Attrition,Leaves Taken,Leaves Available,Training Hours,Job Satisfaction Score,Overtime
EMP12422,Meera Kumar,Female,27,1997-10-12,B.Sc,Marketing,Content Writer,Contract,Hyderabad,2016-11-07,5,EMP10033,819000,6.3,51597,Average,Active,No,13,17,45,9,No
EMP12423,Pooja Iyer,Female,46,1978-03-16,B.Com,Finance,CFO,Full-Time,Jaipur,2015-01-08,11,EMP10059,1113000,14.4,160272,Average,Active,No,8,22,86,6,No
EMP12424,Rajesh Iyer,Male,38,1986-11-24,BCA,Engineering,Senior Software Engineer,Full-Time,Mumbai,2018-02-01,2,EMP10167,1903000,22.4,426272,Average,Active,No,6,24,9,4,No
EMP12425,Vikas Bhatt,Male,35,1989-08-18,B.Sc,Sales,Sales Manager,Full-Time,Hyderabad,2021-12-11,1,EMP10042,1291000,9.2,118772,Average,Resigned,Yes,2,28,81,2,Yes
EMP12426,Aakash Sharma,Male,38,1986-06-26,B.Tech,Sales,Sales Manager,Full-Time,Kolkata,2017-12-11,16,EMP10125,1461000,15.1,220611,Good,Active,No,1,29,47,1,No
EMP12427,Priya Das,Female,32,1992-04-06,MBA,HR,HR Manager,Contract,Delhi,2022-07-02,4,EMP10110,475000,13.9,66025,Good,Active,No,10,20,57,3,Yes
EMP12428,Arjun Mishra,Male,28,1996-08-03,MBA,Marketing,Marketing Executive,Part-Time,Pune,2020-10-03,5,EMP10180,807000,13.8,111366,Below Average,Active,No,20,10,24,10,No
EMP12429,Kavya Chopra,Female,33,1991-03-28,B.Sc,Sales,Sales Manager,Full-Time,Delhi,2018-02-09,5,EMP10093,526000,22.3,117298,Below Average,Active,No,14,16,91,10,Yes
EMP12430,Tushar Shah,Male,31,1993-10-24,B.Com,HR,HR Executive,Contract,Kolkata,2024-01-04,6,EMP10115,390000,11.3,44070,Average,Active,No,27,3,102,9,No
EMP12431,Rajesh Gupta,Male,46,1978-03-03,B.Com,HR,HR Manager,Full-Time,Delhi,2022-04-06,15,EMP10127,882000,23.8,209916,Good,Resigned,Yes,10,20,114,7,Yes
EMP12432,Vikas Das,Male,47,1977-04-08,BCA,Finance,Finance Manager,Part-Time,Jaipur,2016-08-06,4,EMP10079,393000,21.0,82530,Average,Active,No,21,9,78,10,No
EMP12433,Riya Patel,Female,34,1990-09-30,BCA,Legal,Legal Counsel,Contract,Mumbai,2016-05-09,11,EMP10050,663000,23.8,157794,Good,Terminated,Yes,3,27,78,1,No
EMP12434,Neha Desai,Female,42,1982-08-27,B.Com,Customer Support,Senior Support Analyst,Full-Time,Kolkata,2023-03-10,18,EMP10173,710000,17.7,125670,Below Average,Active,No,26,4,101,7,Yes
EMP12435,Shruti Nair,Female,46,1978-12-26,MBA,Customer Support,Senior Support Analyst,Full-Time,Kolkata,2015-11-11,12,EMP10169,391000,18.4,71944,Average,Active,No,0,30,56,6,No
EMP12436,Deepak Joshi,Male,38,1987-01-03,MBA,IT,Cybersecurity Analyst,Full-Time,Ahmedabad,2024-01-28,4,EMP10163,1108000,18.2,201656,Good,Active,No,8,22,85,4,No
EMP12437,Nisha Mishra,Female,46,1978-05-04,M.Com,Marketing,Brand Manager,Full-Time,Jaipur,2024-06-18,12,EMP10002,1245000,22.1,275145,Good,Active,No,20,10,56,1,No
EMP12438,Rohit Verma,Male,41,1983-08-04,M.Tech,Customer Support,Support Analyst,Full-Time,Noida,2016-01-03,18,EMP10071,676000,14.1,95316,Poor,Active,No,8,22,106,6,No
EMP12439,Neha Bose,Female,49,1975-06-06,B.Tech,Customer Support,Customer Success Manager,Full-Time,Bangalore,2016-01-13,11,EMP10048,277000,19.3,53461,Good,On Leave,No,12,18,83,6,No
EMP12440,Sanjay Das,Male,29,1995-07-18,B.Tech,Operations,Supply Chain Analyst,Full-Time,Bangalore,2017-02-27,6,EMP10087,426000,16.8,71568,Good,On Leave,No,0,30,55,9,No
EMP12441,Nisha Mehta,Female,47,1977-06-12,B.Tech,IT,Systems Administrator,Full-Time,Kolkata,2021-11-11,10,EMP10108,1214000,20.2,245228,Good,Active,No,26,4,12,7,No
EMP12442,Aarav Nair,Male,36,1988-04-17,MBA,Legal,Senior Legal Counsel,Full-Time,Ahmedabad,2016-11-06,9,EMP10149,1651000,5.0,82550,Good,Active,No,6,24,7,10,No
EMP12443,Vivek Agarwal,Male,44,1980-06-17,M.Sc,Customer Support,Customer Success Manager,Full-Time,Pune,2019-06-16,20,EMP10016,277000,9.4,26038,Below Average,Active,No,8,22,15,2,No
EMP12444,Shruti Bose,Female,30,1994-04-28,M.Sc,Marketing,Content Writer,Full-Time,Mumbai,2022-07-26,4,EMP10160,518000,16.9,87542,Poor,Active,No,12,18,86,1,No
EMP12445,Amit Singh,Male,27,1997-12-07,MCA,Finance,CFO,Full-Time,Kolkata,2017-06-15,1,EMP10145,1426000,18.4,262384,Good,Active,No,17,13,65,9,Yes
EMP12446,Ankit Chopra,Male,25,1999-02-16,B.Tech,Sales,Regional Sales Head,Full-Time,Delhi,2022-09-13,2,EMP10200,671000,13.9,93269,Good,Active,No,30,0,4,10,No
EMP12447,Manish Rao,Male,49,1975-09-19,M.Tech,Sales,Sales Manager,Full-Time,Bangalore,2016-04-18,7,EMP10084,753000,12.7,95631,Below Average,Active,No,12,18,57,9,Yes
EMP12448,Pooja Iyer,Female,36,1988-11-03,B.Tech,Marketing,Brand Manager,Full-Time,Pune,2021-10-30,11,EMP10146,550000,17.8,97900,Good,Active,No,8,22,85,3,Yes
EMP12449,Swati Mishra,Female,46,1978-11-06,B.Sc,HR,Payroll Specialist,Part-Time,Bangalore,2023-12-06,8,EMP10187,404000,22.6,91304,Below Average,Active,No,2,28,90,4,No
EMP12450,Vikas Desai,Male,36,1988-08-18,M.Tech,IT,IT Support Analyst,Contract,Jaipur,2019-11-06,12,EMP10085,960000,10.6,101760,Good,Resigned,Yes,3,27,77,4,No
EMP12451,Anjali Sharma,Female,42,1982-03-15,BCA,Marketing,Content Writer,Part-Time,Mumbai,2019-11-13,18,EMP10134,414000,5.4,22356,Average,On Leave,No,2,28,114,5,No
EMP12452,Neha Verma,Female,28,1996-05-23,MCA,Finance,Financial Analyst,Full-Time,Ahmedabad,2023-07-07,4,EMP10013,669000,21.7,145173,Good,On Leave,No,17,13,3,6,No
EMP12453,Divya Desai,Female,28,1996-09-25,B.Tech,Sales,Regional Sales Head,Full-Time,Chennai,2022-12-25,6,EMP10009,1536000,24.5,376320,Good,Active,No,7,23,7,4,Yes
EMP12454,Sanjay Sharma,Male,34,1990-08-04,MCA,IT,IT Manager,Full-Time,Chennai,2021-08-11,9,EMP10108,1233000,8.6,106038,Good,Active,No,8,22,82,2,No
EMP12455,Ritu Kumar,Female,46,1978-05-18,BBA,Legal,Compliance Officer,Contract,Ahmedabad,2021-09-19,19,EMP10055,479000,6.7,32093,Excellent,Resigned,Yes,8,22,119,10,Yes
EMP12456,Shruti Patel,Female,35,1989-09-07,M.Com,Finance,CFO,Full-Time,Pune,2021-06-22,5,EMP10068,697000,13.5,94095,Good,Active,No,6,24,88,5,No
EMP12457,Aarav Verma,Male,35,1989-01-20,M.Tech,Sales,Sales Executive,Part-Time,Pune,2022-04-08,6,EMP10054,1301000,13.1,170431,Good,Active,No,19,11,69,6,No
EMP12458,Ritu Mishra,Female,49,1975-08-17,M.Com,Sales,Sales Manager,Full-Time,Hyderabad,2020-08-27,7,EMP10039,1579000,14.9,235271,Excellent,Active,No,21,9,91,4,Yes
EMP12459,Suresh Rao,Male,28,1996-08-24,BBA,Sales,Sales Manager,Full-Time,Kolkata,2023-11-17,5,EMP10058,1207000,11.5,138805,Good,Active,No,11,19,2,1,No
EMP12460,Manish Chopra,Male,36,1988-09-03,MBA,Customer Support,Support Analyst,Full-Time,Jaipur,2023-10-08,9,EMP10133,399000,17.3,69027,Good,Active,No,12,18,23,6,No
EMP12461,Riya Shah,Female,42,1982-01-20,B.Tech,IT,IT Manager,Full-Time,Jaipur,2022-01-24,12,EMP10095,1382000,24.0,331680,Average,Active,No,11,19,68,3,Yes
EMP12462,Anjali Agarwal,Female,33,1991-09-29,B.Tech,IT,IT Manager,Part-Time,Kolkata,2015-03-24,2,EMP10199,497000,12.4,61628,Below Average,Active,No,6,24,106,5,Yes
EMP12463,Riya Mishra,Female,32,1992-01-13,BBA,Customer Support,Support Team Lead,Full-Time,Bangalore,2022-10-29,9,EMP10113,754000,18.9,142506,Good,Active,No,18,12,75,9,No
EMP12464,Ananya Mehta,Female,41,1983-04-08,BBA,Engineering,DevOps Engineer,Full-Time,Hyderabad,2021-01-19,19,EMP10169,1555000,19.8,307890,Excellent,Active,No,27,3,78,7,No
EMP12465,Shruti Das,Female,37,1987-12-05,MBA,IT,Network Engineer,Full-Time,Hyderabad,2018-09-22,2,EMP10004,652000,17.5,114100,Below Average,Active,No,17,13,112,4,No
EMP12466,Nisha Rao,Female,32,1992-05-05,B.Tech,Legal,Paralegal,Full-Time,Ahmedabad,2016-05-14,4,EMP10187,1486000,6.1,90646,Excellent,Active,No,13,17,72,10,Yes
EMP12467,Ankit Chopra,Male,26,1998-04-08,BCA,Sales,Senior Sales Executive,Full-Time,Jaipur,2023-01-29,2,EMP10004,1593000,7.8,124254,Good,On Leave,No,9,21,88,3,No
EMP12468,Kavya Patel,Female,31,1993-11-28,MBA,Operations,Operations Manager,Full-Time,Ahmedabad,2022-04-20,4,EMP10081,945000,5.2,49140,Good,Active,No,20,10,4,10,No
EMP12469,Nikhil Bhatt,Male,25,1999-07-04,B.Sc,Engineering,DevOps Engineer,Full-Time,Jaipur,2021-11-21,3,EMP10195,1816000,20.9,379544,Excellent,On Leave,No,24,6,66,7,Yes
EMP12470,Riya Verma,Female,42,1982-10-28,M.Com,Engineering,Lead Engineer,Full-Time,Jaipur,2017-04-16,13,EMP10143,454000,9.9,44946,Poor,Active,No,21,9,64,5,No
EMP12471,Shruti Singh,Female,41,1983-11-25,B.Sc,Sales,Sales Executive,Full-Time,Delhi,2016-12-12,14,EMP10058,1797000,19.2,345024,Poor,Resigned,Yes,24,6,120,2,Yes
EMP12472,Swati Chopra,Female,39,1985-10-18,MBA,Marketing,Marketing Manager,Full-Time,Chennai,2015-07-11,16,EMP10031,1324000,11.6,153584,Average,Active,No,17,13,15,9,Yes
EMP12473,Divya Bose,Female,45,1979-02-08,B.Com,Marketing,Digital Marketing Specialist,Full-Time,Kolkata,2023-01-01,8,EMP10100,520000,7.5,39000,Poor,Active,No,0,30,27,1,Yes
EMP12474,Aakash Verma,Male,49,1975-10-05,B.Sc,Engineering,Engineering Manager,Full-Time,Jaipur,2018-06-17,6,EMP10142,1875000,9.9,185625,Excellent,Resigned,Yes,2,28,111,2,No
EMP12475,Aarav Joshi,Male,32,1992-02-04,M.Tech,Engineering,Software Engineer,Contract,Noida,2018-11-10,3,EMP10003,1351000,8.3,112133,Good,Active,No,18,12,44,4,Yes
EMP12476,Anjali Bose,Female,41,1983-02-11,B.Sc,Engineering,DevOps Engineer,Contract,Delhi,2023-07-01,11,EMP10167,535000,9.5,50825,Below Average,Active,No,0,30,9,4,No
EMP12477,Shalini Sharma,Female,36,1988-12-25,BCA,Engineering,DevOps Engineer,Part-Time,Delhi,2015-01-21,2,EMP10010,1985000,10.5,208425,Average,Active,No,29,1,59,8,Yes
EMP12478,Meera Reddy,Female,24,2000-08-18,BBA,Engineering,Software Engineer,Full-Time,Pune,2021-03-08,1,EMP10062,1310000,19.7,258070,Below Average,Active,No,30,0,26,6,Yes
EMP12479,Amit Nair,Male,48,1976-08-07,M.Tech,Finance,Financial Analyst,Full-Time,Pune,2018-07-03,19,EMP10187,921000,12.6,116046,Excellent,Active,No,30,0,43,2,Yes
EMP12480,Riya Gupta,Female,43,1981-09-20,BCA,Engineering,Software Engineer,Full-Time,Noida,2018-04-16,1,EMP10107,1402000,11.2,157024,Average,Active,No,10,20,30,4,Yes
EMP12481,Pallavi Reddy,Female,37,1987-06-20,B.Tech,HR,HR Business Partner,Full-Time,Mumbai,2017-04-01,4,EMP10142,914000,7.0,63980,Good,Active,No,9,21,13,7,Yes
EMP12482,Deepak Agarwal,Male,39,1985-10-26,BBA,Finance,CFO,Full-Time,Mumbai,2022-04-09,4,EMP10148,912000,12.8,116736,Excellent,Resigned,Yes,8,22,98,6,No
EMP12483,Meera Das,Female,42,1982-03-28,BBA,Operations,Supply Chain Analyst,Full-Time,Hyderabad,2015-08-29,4,EMP10044,806000,7.1,57226,Average,Active,No,0,30,12,7,No
EMP12484,Priya Das,Female,45,1980-01-11,MBA,Marketing,Marketing Executive,Full-Time,Noida,2020-06-16,12,EMP10100,368000,14.1,51888,Good,Terminated,Yes,26,4,115,8,No
EMP12485,Karan Das,Male,43,1981-07-09,BCA,IT,Systems Administrator,Full-Time,Pune,2022-07-22,17,EMP10138,915000,24.8,226920,Average,Active,No,28,2,95,9,No
EMP12486,Aarav Joshi,Male,28,1996-10-22,MCA,Engineering,DevOps Engineer,Full-Time,Chennai,2015-11-26,1,EMP10097,2137000,9.5,203015,Average,Active,No,24,6,37,2,No
EMP12487,Shruti Verma,Female,30,1994-08-22,B.Tech,Engineering,QA Engineer,Full-Time,Pune,2018-04-25,6,EMP10144,857000,6.3,53991,Good,Active,No,30,0,6,1,Yes
EMP12488,Komal Reddy,Non-Binary,28,1996-02-08,M.Sc,Customer Support,Support Team Lead,Contract,Hyderabad,2017-03-12,3,EMP10066,665000,23.2,154280,Good,Resigned,Yes,6,24,52,2,Yes
EMP12489,Pooja Joshi,Female,47,1977-07-17,MBA,Operations,Supply Chain Analyst,Full-Time,Mumbai,2022-03-26,17,EMP10051,402000,10.3,41406,Good,Active,No,13,17,0,8,No
EMP12490,Nikhil Kumar,Male,42,1982-08-13,MCA,Engineering,Lead Engineer,Contract,Bangalore,2018-10-06,11,EMP10108,824000,18.2,149968,Excellent,Active,No,5,25,23,9,Yes
EMP12491,Shruti Reddy,Female,48,1976-06-01,B.Com,HR,Talent Acquisition Specialist,Full-Time,Jaipur,2016-01-30,13,EMP10142,539000,24.5,132055,Good,Active,No,5,25,70,2,No
EMP12492,Rupal Das,Female,45,1979-08-20,BCA,Sales,Business Development Rep,Full-Time,Pune,2015-04-18,18,EMP10028,643000,21.0,135030,Good,Active,No,4,26,103,1,No
EMP12493,Mohit Das,Male,29,1995-10-17,M.Com,Sales,Sales Manager,Full-Time,Chennai,2021-03-23,7,EMP10015,1046000,12.6,131796,Good,Active,No,23,7,87,2,No
EMP12494,Komal Rao,Female,34,1990-12-23,B.Tech,R&D,Data Scientist,Full-Time,Bangalore,2020-04-03,1,EMP10037,2297000,16.6,381302,Below Average,Active,No,16,14,44,6,Yes
EMP12495,Ananya Nair,Female,49,1975-07-03,M.Sc,Marketing,Digital Marketing Specialist,Full-Time,Bangalore,2017-10-05,6,EMP10136,1159000,11.7,135603,Average,Active,No,1,29,99,6,Yes
EMP12496,Sneha Nair,Female,49,1975-09-05,BBA,Sales,Senior Sales Executive,Full-Time,Mumbai,2019-11-09,16,EMP10144,760000,22.8,173280,Average,Active,No,28,2,67,5,Yes
EMP12497,Ankit Rao,Male,47,1977-12-03,MCA,Finance,Senior Financial Analyst,Contract,Noida,2021-07-10,4,EMP10009,386000,11.6,44776,Below Average,Terminated,Yes,19,11,45,8,No
EMP12498,Arjun Shah,Male,44,1980-03-21,BBA,IT,IT Manager,Full-Time,Chennai,2018-06-21,8,EMP10030,1389000,14.1,195849,Good,Active,No,24,6,88,6,No
EMP12499,Vikas Desai,Male,24,2000-04-06,BBA,Finance,Senior Financial Analyst,Full-Time,Chennai,2019-03-25,1,EMP10126,1208000,9.5,114760,Average,Active,No,24,6,5,4,Yes
EMP12500,Ankit Nair,Male,38,1986-11-29,MBA,R&D,Research Analyst,Part-Time,Delhi,2015-09-15,8,EMP10148,1096000,8.8,96448,Below Average,Active,No,24,6,64,8,No
EMP12501,Aisha Patel,Female,46,1978-11-22,BCA,Marketing,Marketing Manager,Full-Time,Delhi,2021-07-16,4,EMP10192,1287000,20.8,267696,Good,Active,No,7,23,56,5,Yes
EMP12502,Rohit Chopra,Male,41,1983-08-25,B.Sc,Marketing,Marketing Manager,Full-Time,Ahmedabad,2018-03-22,3,EMP10037,695000,11.9,82705,Average,Active,No,13,17,15,2,Yes
EMP12503,Nikhil Shah,Male,40,1984-03-12,B.Com,Sales,Regional Sales Head,Full-Time,Pune,2017-11-11,15,EMP10031,1430000,14.6,208780,Average,Active,No,8,22,105,6,No
EMP12504,Suresh Sharma,Male,32,1992-10-13,B.Tech,Finance,Financial Analyst,Full-Time,Mumbai,2020-09-27,9,EMP10140,1035000,16.8,173880,Good,Active,No,27,3,82,9,No
EMP12505,Harsh Reddy,Male,27,1997-09-30,B.Com,Sales,Regional Sales Head,Full-Time,Mumbai,2023-04-02,1,EMP10018,1149000,12.5,143625,Good,Active,No,16,14,87,10,Yes
EMP12506,Ankit Kumar,Male,26,1998-08-20,B.Sc,Operations,Operations Director,Full-Time,Mumbai,2023-10-08,2,EMP10118,733000,6.3,46179,Good,Active,No,6,24,97,7,Yes
EMP12507,Pallavi Sharma,Female,29,1995-04-02,B.Com,Marketing,Digital Marketing Specialist,Full-Time,Mumbai,2016-07-01,7,EMP10087,618000,16.8,103824,Good,Active,No,0,30,83,4,Yes
EMP12508,Swati Joshi,Female,45,1980-01-09,BBA,Operations,Operations Director,Full-Time,Kolkata,2022-05-04,3,EMP10144,701000,10.7,75007,Good,Active,No,22,8,52,9,Yes
EMP12509,Nisha Kumar,Female,24,2000-01-18,B.Sc,Sales,Regional Sales Head,Full-Time,Pune,2016-02-27,1,EMP10137,1063000,11.9,126497,Good,Active,No,7,23,4,3,Yes
EMP12510,Rajesh Mehta,Male,36,1988-12-11,MCA,Finance,CFO,Full-Time,Jaipur,2015-10-25,12,EMP10080,1343000,20.2,271286,Good,Active,No,19,11,1,8,Yes
EMP12511,Aakash Sharma,Male,34,1990-03-09,B.Sc,Operations,Operations Analyst,Full-Time,Hyderabad,2022-10-17,1,EMP10131,540000,16.8,90720,Good,Active,No,21,9,31,8,Yes
EMP12512,Komal Mehta,Female,25,1999-12-13,M.Com,Marketing,Marketing Executive,Full-Time,Noida,2016-09-27,1,EMP10064,1240000,17.9,221960,Average,Active,No,18,12,40,4,No
EMP12513,Nikhil Patel,Male,42,1982-07-05,MBA,IT,IT Manager,Full-Time,Ahmedabad,2022-02-03,10,EMP10060,1393000,13.3,185269,Below Average,Active,No,1,29,104,7,No
EMP12514,Neha Mishra,Female,46,1978-10-18,MCA,Engineering,Software Engineer,Contract,Chennai,2018-02-08,3,EMP10027,2180000,8.0,174400,Below Average,Active,No,28,2,110,3,Yes
EMP12515,Deepak Bhatt,Male,36,1988-10-18,BCA,Sales,Regional Sales Head,Full-Time,Jaipur,2020-08-25,6,EMP10180,1145000,8.7,99615,Below Average,Active,No,2,28,61,4,Yes
EMP12516,Sanjay Gupta,Male,35,1989-11-19,M.Com,Finance,CFO,Full-Time,Ahmedabad,2022-03-08,2,EMP10198,854000,13.2,112728,Average,Active,No,15,15,37,2,No
EMP12517,Sanjay Das,Male,38,1986-01-23,BBA,Sales,Senior Sales Executive,Part-Time,Pune,2020-05-02,12,EMP10088,1173000,20.6,241638,Below Average,Active,No,15,15,57,8,No
EMP12518,Tushar Joshi,Male,27,1997-08-28,MCA,HR,Talent Acquisition Specialist,Full-Time,Delhi,2017-08-15,4,EMP10075,357000,15.7,56049,Average,Resigned,Yes,9,21,69,10,Yes
EMP12519,Sneha Iyer,Non-Binary,37,1987-01-19,MBA,Operations,Operations Manager,Full-Time,Mumbai,2017-12-29,6,EMP10031,285000,8.6,24510,Below Average,Active,No,15,15,103,9,Yes
EMP12520,Shalini Sharma,Female,45,1979-11-12,B.Com,IT,IT Manager,Full-Time,Noida,2023-02-10,1,EMP10001,811000,13.8,111918,Good,Resigned,Yes,7,23,106,9,Yes
EMP12521,Nikhil Agarwal,Male,25,1999-08-16,M.Tech,Marketing,Content Writer,Part-Time,Ahmedabad,2015-02-09,3,EMP10158,1087000,11.4,123918,Below Average,Active,No,26,4,75,8,Yes
EMP12522,Ritu Desai,Female,46,1978-08-04,M.Sc,Legal,Senior Legal Counsel,Part-Time,Pune,2017-08-20,5,EMP10075,1705000,11.1,189255,Good,Active,No,5,25,45,1,Yes
EMP12523,Rahul Nair,Male,36,1988-07-07,B.Tech,Finance,Accountant,Full-Time,Kolkata,2020-11-05,7,EMP10088,795000,17.7,140715,Average,On Leave,No,12,18,7,6,No
EMP12524,Meera Verma,Female,24,2000-09-01,M.Tech,Marketing,Marketing Executive,Full-Time,Ahmedabad,2019-07-16,1,EMP10169,360000,19.9,71640,Below Average,Resigned,Yes,10,20,24,2,No
EMP12525,Meera Iyer,Female,33,1991-10-20,BBA,Engineering,QA Engineer,Full-Time,Delhi,2019-03-23,10,EMP10195,1371000,19.0,260490,Excellent,Active,No,22,8,114,7,No
EMP12526,Divya Das,Female,32,1992-03-31,BBA,HR,HR Executive,Full-Time,Delhi,2021-03-29,4,EMP10135,561000,20.5,115005,Good,Active,No,17,13,20,5,No
EMP12527,Karan Chopra,Male,35,1989-05-13,BBA,HR,HR Business Partner,Full-Time,Ahmedabad,2020-10-20,9,EMP10079,318000,10.8,34344,Good,Active,No,16,14,56,5,No
EMP12528,Pranav Mehta,Male,47,1977-07-15,BBA,IT,IT Manager,Full-Time,Chennai,2016-11-05,6,EMP10018,757000,22.6,171082,Average,Active,No,21,9,20,2,Yes
EMP12529,Vikas Desai,Male,48,1976-05-15,MCA,Legal,Paralegal,Full-Time,Jaipur,2015-06-17,16,EMP10034,789000,11.9,93891,Good,Resigned,Yes,30,0,31,1,No
EMP12530,Aakash Gupta,Male,46,1978-04-22,MCA,Customer Support,Customer Success Manager,Part-Time,Ahmedabad,2022-04-05,12,EMP10117,334000,24.3,81162,Excellent,Active,No,15,15,48,8,No
EMP12531,Nisha Singh,Female,32,1992-03-07,M.Sc,Operations,Supply Chain Analyst,Full-Time,Kolkata,2020-05-17,4,EMP10031,771000,6.6,50886,Good,Active,No,25,5,16,1,No
EMP12532,Shalini Desai,Female,36,1988-05-16,BCA,Operations,Supply Chain Analyst,Full-Time,Kolkata,2017-04-13,9,EMP10147,1251000,19.7,246447,Excellent,Resigned,Yes,8,22,15,4,No
EMP12533,Aisha Chopra,Female,32,1992-07-13,B.Com,Sales,Business Development Rep,Full-Time,Bangalore,2021-10-03,1,EMP10032,1389000,20.3,281967,Average,Active,No,17,13,88,4,No
EMP12534,Meera Desai,Female,37,1987-08-17,M.Com,IT,IT Support Analyst,Full-Time,Hyderabad,2023-11-10,5,EMP10077,866000,14.3,123838,Good,Active,No,8,22,43,3,No
EMP12535,Divya Bose,Female,42,1982-04-26,BBA,Engineering,QA Engineer,Full-Time,Noida,2021-03-01,16,EMP10157,981000,23.1,226611,Good,On Leave,No,3,27,119,5,No
EMP12536,Shalini Shah,Female,35,1989-02-02,M.Com,Sales,Senior Sales Executive,Part-Time,Jaipur,2019-08-23,9,EMP10137,1555000,17.2,267460,Excellent,Terminated,Yes,15,15,61,8,Yes
EMP12537,Suresh Rao,Male,40,1984-08-31,B.Com,Finance,CFO,Full-Time,Kolkata,2024-05-25,6,EMP10198,1026000,12.9,132354,Below Average,Resigned,Yes,21,9,103,7,Yes
EMP12538,Anjali Chopra,Female,41,1983-02-18,BCA,R&D,R&D Manager,Full-Time,Bangalore,2019-07-23,14,EMP10060,1983000,13.8,273654,Average,Active,No,25,5,28,9,No
EMP12539,Suresh Singh,Male,44,1980-10-28,M.Com,Marketing,Brand Manager,Full-Time,Ahmedabad,2018-05-26,20,EMP10071,1382000,13.4,185188,Excellent,Active,No,18,12,62,8,Yes
EMP12540,Rajesh Joshi,Male,34,1990-02-03,B.Tech,Sales,Business Development Rep,Part-Time,Jaipur,2018-03-22,2,EMP10020,577000,7.2,41544,Good,Active,No,22,8,22,9,Yes
EMP12541,Aarav Shah,Male,42,1982-04-22,BCA,Customer Support,Support Director,Full-Time,Pune,2024-03-24,1,EMP10135,593000,9.9,58707,Good,Active,No,13,17,79,7,Yes
EMP12542,Suresh Gupta,Male,35,1989-03-07,MCA,Engineering,Software Engineer,Full-Time,Pune,2016-06-28,13,EMP10084,1030000,5.3,54590,Good,On Leave,No,16,14,88,5,Yes
EMP12543,Anjali Kumar,Non-Binary,29,1995-02-22,M.Sc,Marketing,Brand Manager,Full-Time,Ahmedabad,2024-02-17,6,EMP10080,714000,21.1,150654,Good,Resigned,Yes,28,2,19,1,Yes
EMP12544,Ankit Das,Male,31,1993-07-30,BCA,Sales,Sales Executive,Full-Time,Mumbai,2024-04-07,3,EMP10073,1506000,21.8,328308,Below Average,Resigned,Yes,2,28,1,4,Yes
EMP12545,Shruti Mehta,Female,41,1983-02-06,M.Com,Engineering,QA Engineer,Full-Time,Ahmedabad,2022-02-28,14,EMP10180,1173000,21.5,252195,Good,Active,No,28,2,114,6,No
EMP12546,Sneha Mehta,Female,37,1987-07-31,M.Tech,Engineering,DevOps Engineer,Full-Time,Mumbai,2023-04-09,7,EMP10155,1354000,18.5,250490,Good,Active,No,30,0,105,9,Yes
EMP12547,Meera Gupta,Female,40,1984-07-05,B.Sc,Marketing,Marketing Manager,Full-Time,Hyderabad,2018-10-23,9,EMP10172,678000,11.9,80682,Average,Resigned,Yes,27,3,54,1,No
EMP12548,Swati Chopra,Female,29,1995-05-24,B.Com,Marketing,Marketing Manager,Full-Time,Kolkata,2023-12-01,3,EMP10159,453000,9.9,44847,Average,Resigned,Yes,2,28,64,6,Yes
EMP12549,Nisha Joshi,Female,34,1990-07-06,M.Sc,Customer Support,Support Analyst,Full-Time,Ahmedabad,2022-07-13,6,EMP10006,503000,13.4,67402,Good,Active,No,21,9,80,7,Yes
EMP12550,Komal Bose,Female,30,1994-09-20,BCA,Customer Support,Senior Support Analyst,Full-Time,Chennai,2016-09-29,6,EMP10080,470000,20.8,97760,Good,Active,No,7,23,97,10,No
EMP12551,Aarav Nair,Male,49,1975-10-04,M.Com,Legal,Compliance Officer,Full-Time,Noida,2015-09-08,19,EMP10013,746000,20.6,153676,Average,Active,No,30,0,60,9,No
EMP12552,Suresh Rao,Male,48,1976-09-13,MBA,Customer Support,Support Analyst,Full-Time,Noida,2017-09-09,9,EMP10100,885000,19.6,173460,Average,On Leave,No,4,26,3,6,No
EMP12553,Ankit Singh,Male,36,1988-07-11,BBA,HR,Payroll Specialist,Full-Time,Jaipur,2021-10-22,8,EMP10059,670000,12.7,85090,Good,Terminated,Yes,19,11,31,10,No
EMP12554,Anjali Bhatt,Female,27,1997-10-22,B.Tech,Engineering,DevOps Engineer,Full-Time,Jaipur,2018-12-18,4,EMP10174,1547000,13.8,213486,Below Average,Resigned,Yes,27,3,72,6,No
EMP12555,Tushar Bose,Male,41,1983-11-28,B.Sc,Customer Support,Support Director,Full-Time,Noida,2015-02-19,3,EMP10075,808000,17.1,138168,Good,Active,No,12,18,96,1,No
EMP12556,Manish Das,Male,49,1975-02-28,M.Com,HR,HR Business Partner,Full-Time,Kolkata,2017-05-06,6,EMP10134,749000,7.0,52430,Average,Active,No,14,16,105,6,Yes
EMP12557,Amit Patel,Male,34,1990-04-25,MCA,Marketing,Brand Manager,Part-Time,Mumbai,2022-06-08,3,EMP10074,396000,10.0,39600,Average,Active,No,6,24,74,1,No
EMP12558,Mohit Gupta,Male,42,1982-07-11,B.Tech,Customer Support,Support Director,Full-Time,Chennai,2015-06-19,5,EMP10175,532000,17.6,93632,Good,Terminated,Yes,15,15,30,2,No
